,filepath,type,id,hog_features,glcm_features
620,../NEU-DET/train/images\patches\patches_225.jpg,patches,225,[0.22773083 0.11010931 0.12517045 ... 0.05428094 0.08719176 0.17730341],"[1.68729070e+02 2.10969167e+02 1.28643291e+02 1.99888210e+02
 2.64255429e+02 2.10969167e+02 2.26517904e+02 1.99888210e+02
 3.53452296e+02 3.48618903e+02 3.23562168e+02 3.66181195e+02
 4.95889036e+02 4.63857796e+02 3.84761589e+02 4.80417074e+02
 9.86977387e+00 1.10368930e+01 8.63670854e+00 1.07334916e+01
 1.23164394e+01 1.10368930e+01 1.14606313e+01 1.07334916e+01
 1.42325510e+01 1.41627715e+01 1.36846684e+01 1.45291556e+01
 1.68502865e+01 1.63127856e+01 1.49266406e+01 1.65666118e+01
 1.09079226e-01 9.84642576e-02 1.22927977e-01 9.98291018e-02
 9.00437568e-02 9.84642576e-02 9.62195470e-02 9.98291018e-02
 7.92176472e-02 7.77449948e-02 7.90494987e-02 7.59954891e-02
 6.71509117e-02 6.90435726e-02 7.51201431e-02 6.73373828e-02
 1.88687194e-02 1.79279866e-02 2.00051996e-02 1.81449265e-02
 1.71279709e-02 1.79279866e-02 1.75415190e-02 1.81449265e-02
 1.60651206e-02 1.60402231e-02 1.62142083e-02 1.58598541e-02
 1.49051863e-02 1.50687951e-02 1.56441506e-02 1.50462080e-02
 9.48590943e-01 9.35754938e-01 9.61111139e-01 9.39125896e-01
 9.18910529e-01 9.35754938e-01 9.31573065e-01 9.39125896e-01
 8.90043785e-01 8.92484194e-01 9.02455576e-01 8.87064687e-01
 8.41916491e-01 8.54649583e-01 8.84305105e-01 8.49335398e-01]"
1077,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_204.jpg,rolled-in,204,[0.22544637 0.1452524  0.11353265 ... 0.05774257 0.06869351 0.03195353],"[7.13495226e+01 1.17665337e+02 1.08698568e+02 1.18004773e+02
 1.05374293e+02 1.17665337e+02 1.60863914e+02 1.18004773e+02
 1.72028776e+02 2.04622407e+02 2.06126020e+02 2.02245665e+02
 2.48678516e+02 2.57639308e+02 2.65115286e+02 2.57770406e+02
 6.68927136e+00 8.52895129e+00 8.17555276e+00 8.51677988e+00
 8.08757576e+00 8.52895129e+00 9.84664141e+00 8.51677988e+00
 1.02745408e+01 1.11246618e+01 1.10455102e+01 1.09891005e+01
 1.23103906e+01 1.24637847e+01 1.24617969e+01 1.24858912e+01
 1.42444421e-01 1.16406035e-01 1.20149589e-01 1.15145588e-01
 1.22880725e-01 1.16406035e-01 1.03717361e-01 1.15145588e-01
 9.74148609e-02 9.16910862e-02 9.38854726e-02 9.37824038e-02
 8.36867947e-02 8.35712283e-02 8.49279042e-02 8.24004684e-02
 3.37518979e-02 3.03679383e-02 3.08705026e-02 3.04281211e-02
 3.11827585e-02 3.03679383e-02 2.87509011e-02 3.04281211e-02
 2.85631821e-02 2.76121451e-02 2.75921249e-02 2.77915314e-02
 2.70119188e-02 2.67586190e-02 2.64602108e-02 2.67032954e-02
 8.27314519e-01 7.15728047e-01 7.38745344e-01 7.14905400e-01
 7.43944618e-01 7.15728047e-01 6.13837189e-01 7.14905400e-01
 5.78743540e-01 5.03124979e-01 5.06359461e-01 5.08713709e-01
 3.81498045e-01 3.69006501e-01 3.67151122e-01 3.68345224e-01]"
1291,../NEU-DET/train/images\scratches\scratches_181.jpg,scratches,181,[0.25118189 0.25118189 0.1242367  ... 0.18505414 0.07974736 0.        ],"[1.06459422e+02 1.15327820e+02 1.07337940e+01 1.10836216e+02
 3.12292854e+02 1.15327820e+02 2.59318182e+01 1.10836216e+02
 6.24338495e+02 4.99877425e+02 4.51548724e+01 4.83773790e+02
 1.27567109e+03 1.01927330e+03 6.13363542e+01 9.80578250e+02
 4.39469849e+00 4.81005530e+00 1.99952261e+00 4.81475215e+00
 7.44790404e+00 4.81005530e+00 3.03863636e+00 4.81475215e+00
 1.05995663e+01 9.55976706e+00 3.83660714e+00 9.43474452e+00
 1.58343750e+01 1.42093209e+01 4.49307292e+00 1.38746147e+01
 3.93724966e-01 3.44088566e-01 4.37535338e-01 3.32804470e-01
 2.87984971e-01 3.44088566e-01 3.30386759e-01 3.32804470e-01
 2.30277672e-01 2.38085184e-01 2.90028861e-01 2.39027084e-01
 1.90622255e-01 1.93817512e-01 2.55974065e-01 1.96942761e-01
 7.85247193e-02 7.15820398e-02 8.18507165e-02 6.93937354e-02
 6.31534961e-02 7.15820398e-02 6.77406062e-02 6.93937354e-02
 5.44161445e-02 5.65191216e-02 6.23884938e-02 5.63720356e-02
 4.83655800e-02 4.97455968e-02 5.82201399e-02 5.01954660e-02
 9.56369381e-01 9.52694899e-01 9.95577898e-01 9.54537076e-01
 8.72573645e-01 9.52694899e-01 9.89307116e-01 9.54537076e-01
 7.47472775e-01 7.96403642e-01 9.81350313e-01 8.02955856e-01
 4.93199346e-01 5.89829585e-01 9.74643419e-01 6.05336671e-01]"
1641,../NEU-DET/validation/images\pitted_surface\pitted_surface_262.jpg,pitted,262,[0.25272006 0.1270335  0.04698871 ... 0.23441056 0.13371395 0.18194822],"[1.28666332e+02 1.66536451e+02 7.72561055e+01 1.78213707e+02
 2.99963662e+02 1.66536451e+02 2.09399722e+02 1.78213707e+02
 4.38748444e+02 4.29786235e+02 3.68530204e+02 4.15813883e+02
 5.17202318e+02 5.22461260e+02 4.67178906e+02 4.96564725e+02
 8.75648241e+00 9.97469761e+00 6.75163317e+00 1.03154718e+01
 1.33734596e+01 9.97469761e+00 1.11216414e+01 1.03154718e+01
 1.59572704e+01 1.58318431e+01 1.46682143e+01 1.55560566e+01
 1.72118490e+01 1.73310129e+01 1.64390625e+01 1.68963758e+01
 1.22941794e-01 1.08759721e-01 1.55120246e-01 1.07334865e-01
 8.33219766e-02 1.08759721e-01 1.00012310e-01 1.07334865e-01
 7.28818424e-02 7.53093221e-02 7.79185013e-02 7.42262313e-02
 6.99272957e-02 6.84464400e-02 6.93855434e-02 6.95514106e-02
 2.27152007e-02 2.12830573e-02 2.58609670e-02 2.11578045e-02
 1.85759230e-02 2.12830573e-02 2.02908951e-02 2.11578045e-02
 1.74173896e-02 1.75991237e-02 1.82009720e-02 1.77518187e-02
 1.71535729e-02 1.72528870e-02 1.75531941e-02 1.73863517e-02
 8.98333618e-01 8.67340505e-01 9.38556055e-01 8.58024334e-01
 7.62587787e-01 8.67340505e-01 8.32084802e-01 8.58024334e-01
 6.51481165e-01 6.50897367e-01 6.99569771e-01 6.61913815e-01
 5.85483462e-01 5.62603169e-01 6.08777561e-01 5.82722204e-01]"
495,../NEU-DET/train/images\patches\patches_112.jpg,patches,112,[0.23145287 0.10958383 0.1669699  ... 0.01968896 0.05468512 0.09990548],"[3.09017940e+02 3.94578723e+02 2.31040704e+02 3.57791874e+02
 5.33957273e+02 3.94578723e+02 4.17210379e+02 3.57791874e+02
 8.52857602e+02 8.14960963e+02 6.71825485e+02 8.30455487e+02
 1.55319141e+03 1.44118626e+03 1.11581805e+03 1.49102662e+03
 1.31560804e+01 1.48764425e+01 1.12881407e+01 1.41297947e+01
 1.73263131e+01 1.48764425e+01 1.52067424e+01 1.41297947e+01
 2.19686735e+01 2.14168363e+01 1.93251786e+01 2.16709268e+01
 2.97604688e+01 2.83672016e+01 2.44537240e+01 2.89242215e+01
 9.80812166e-02 8.90728862e-02 1.15209585e-01 9.29144570e-02
 7.73680993e-02 8.90728862e-02 8.91517045e-02 9.29144570e-02
 6.11221268e-02 6.19746917e-02 7.28163539e-02 6.17869564e-02
 4.51074276e-02 4.91858544e-02 5.85179266e-02 4.80050472e-02
 1.68248305e-02 1.62914016e-02 1.86936277e-02 1.67346585e-02
 1.45083065e-02 1.62914016e-02 1.65910532e-02 1.67346585e-02
 1.25449525e-02 1.28216967e-02 1.42296298e-02 1.29117166e-02
 1.08735263e-02 1.15516368e-02 1.28708287e-02 1.12420025e-02
 9.69376905e-01 9.60956502e-01 9.77172118e-01 9.64595809e-01
 9.47029345e-01 9.60956502e-01 9.58842976e-01 9.64595809e-01
 9.15224168e-01 9.19475901e-01 9.33951727e-01 9.17919183e-01
 8.45219177e-01 8.58131744e-01 8.91140754e-01 8.52995709e-01]"
1066,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_195.jpg,rolled-in,195,[0.21707465 0.09223349 0.19408924 ... 0.23667066 0.06867066 0.20901632],"[6.39089196e+01 1.03522941e+02 9.29700754e+01 9.71403500e+01
 8.86153283e+01 1.03522941e+02 1.35371313e+02 9.71403500e+01
 1.39264872e+02 1.66545234e+02 1.68928827e+02 1.68996908e+02
 2.09698464e+02 2.04758131e+02 2.13464401e+02 2.12584440e+02
 6.25349246e+00 7.92015353e+00 7.49861809e+00 7.69008358e+00
 7.35750000e+00 7.92015353e+00 8.93333333e+00 7.69008358e+00
 9.04594388e+00 9.83256461e+00 9.83872449e+00 9.91205648e+00
 1.10007031e+01 1.08625518e+01 1.09745052e+01 1.10426719e+01
 1.57916307e-01 1.28874497e-01 1.33255911e-01 1.30837355e-01
 1.35747500e-01 1.28874497e-01 1.16506279e-01 1.30837355e-01
 1.17561775e-01 1.09406361e-01 1.07872831e-01 1.05705337e-01
 9.83322946e-02 9.99742585e-02 9.76076210e-02 9.71681312e-02
 3.75583811e-02 3.41585710e-02 3.49290605e-02 3.44413808e-02
 3.49324170e-02 3.41585710e-02 3.27355820e-02 3.44413808e-02
 3.23259887e-02 3.14580652e-02 3.18121041e-02 3.13780302e-02
 3.00654735e-02 3.02992537e-02 3.05749962e-02 2.99274888e-02
 8.88781265e-01 8.20107927e-01 8.37965492e-01 8.31194980e-01
 8.46220589e-01 8.20107927e-01 7.64406011e-01 8.31194980e-01
 7.59739040e-01 7.13113025e-01 7.07008626e-01 7.08858343e-01
 6.42649693e-01 6.52639172e-01 6.32816609e-01 6.39230599e-01]"
445,../NEU-DET/train/images\inclusion\inclusion_68.jpg,inclusion,68,[0.25437785 0.16311766 0.13409961 ... 0.19505217 0.23550533 0.23550533],"[1.56210302e+01 2.16748314e+01 1.17151005e+01 2.19226535e+01
 3.32549747e+01 2.16748314e+01 2.48538889e+01 2.19226535e+01
 5.35946939e+01 5.04314978e+01 3.64421684e+01 4.82476745e+01
 7.37548958e+01 6.86138272e+01 4.72665104e+01 6.66821129e+01
 2.99198492e+00 3.55357188e+00 2.59037688e+00 3.57751067e+00
 4.37275253e+00 3.55357188e+00 3.82540404e+00 3.57751067e+00
 5.52571429e+00 5.37839161e+00 4.67849490e+00 5.28867015e+00
 6.48546875e+00 6.31948135e+00 5.32963542e+00 6.21394410e+00
 2.99881562e-01 2.61033952e-01 3.32748161e-01 2.58299025e-01
 2.21259507e-01 2.61033952e-01 2.42947607e-01 2.58299025e-01
 1.81322852e-01 1.85308126e-01 2.04243857e-01 1.87731844e-01
 1.59037638e-01 1.60334898e-01 1.81722802e-01 1.63091845e-01
 5.60234042e-02 5.16571446e-02 6.00304024e-02 5.15464852e-02
 4.72301417e-02 5.16571446e-02 4.98748114e-02 5.15464852e-02
 4.31808980e-02 4.36972188e-02 4.54193405e-02 4.38376659e-02
 4.10041113e-02 4.10602522e-02 4.28220230e-02 4.14253296e-02
 9.58953047e-01 9.43011468e-01 9.69118018e-01 9.42361024e-01
 9.12835152e-01 9.43011468e-01 9.34454348e-01 9.42361024e-01
 8.60221936e-01 8.67941739e-01 9.03774277e-01 8.73684050e-01
 8.09289575e-01 8.21077648e-01 8.74877327e-01 8.26313067e-01]"
1406,../NEU-DET/train/images\scratches\scratches_69.jpg,scratches,69,[0.23608239 0.15088176 0.17934963 ... 0.18414281 0.18911613 0.06953904],"[5.29097990e+00 7.12383526e+00 3.84653266e+00 7.34256711e+00
 1.28602525e+01 7.12383526e+00 6.83722222e+00 7.34256711e+00
 3.04848724e+01 2.34564405e+01 9.01267857e+00 2.20532608e+01
 6.52357552e+01 5.28287544e+01 1.17880208e+01 4.84655915e+01
 1.60494975e+00 1.94255196e+00 1.42206030e+00 1.97795510e+00
 2.48424242e+00 1.94255196e+00 1.98328283e+00 1.97795510e+00
 3.62492347e+00 3.31951351e+00 2.28915816e+00 3.18160736e+00
 5.29049479e+00 4.84900096e+00 2.62223958e+00 4.52665002e+00
 4.80559129e-01 4.17065096e-01 5.01442335e-01 4.12219624e-01
 3.65927229e-01 4.17065096e-01 3.98826986e-01 4.12219624e-01
 2.93225657e-01 3.00517653e-01 3.61040365e-01 3.14469898e-01
 2.22236692e-01 2.31991431e-01 3.28914963e-01 2.55386487e-01
 7.39310689e-02 6.69310152e-02 7.70031886e-02 6.65143467e-02
 6.09874652e-02 6.69310152e-02 6.56333195e-02 6.65143467e-02
 5.31050888e-02 5.42192098e-02 6.18043386e-02 5.53628412e-02
 4.63823723e-02 4.73808627e-02 5.79961218e-02 4.92570173e-02
 9.88294882e-01 9.84222017e-01 9.91568236e-01 9.83736176e-01
 9.71237039e-01 9.84222017e-01 9.84993925e-01 9.83736176e-01
 9.30172983e-01 9.46764719e-01 9.80178428e-01 9.49897485e-01
 8.43030907e-01 8.75378836e-01 9.73950901e-01 8.85152918e-01]"
514,../NEU-DET/train/images\patches\patches_13.jpg,patches,13,[0.22500124 0.14158703 0.13111242 ... 0.17189198 0.12205815 0.14304189],"[3.34004020e+02 4.04495316e+02 2.57844447e+02 3.83610616e+02
 5.12448056e+02 4.04495316e+02 4.15916793e+02 3.83610616e+02
 7.34296735e+02 6.86344533e+02 5.86345281e+02 7.27481718e+02
 1.12889940e+03 9.89905649e+02 7.59696094e+02 1.09652110e+03
 1.41932663e+01 1.56218025e+01 1.24153015e+01 1.51910810e+01
 1.76446717e+01 1.56218025e+01 1.58383081e+01 1.51910810e+01
 2.11810204e+01 2.04691438e+01 1.88914541e+01 2.11194311e+01
 2.58757031e+01 2.44887608e+01 2.14736458e+01 2.57087363e+01
 8.29139590e-02 7.70760933e-02 9.33641715e-02 8.02121317e-02
 6.86874128e-02 7.70760933e-02 7.54295780e-02 8.02121317e-02
 5.86104292e-02 6.12315901e-02 6.34604653e-02 5.90453452e-02
 4.92246186e-02 4.95717572e-02 5.74546897e-02 5.08706239e-02
 1.63503372e-02 1.59607012e-02 1.73055397e-02 1.62291074e-02
 1.48139049e-02 1.59607012e-02 1.59658579e-02 1.62291074e-02
 1.34443858e-02 1.37660870e-02 1.44203974e-02 1.37306883e-02
 1.26587146e-02 1.26581363e-02 1.37718197e-02 1.26012735e-02
 9.28357901e-01 9.13301670e-01 9.44542658e-01 9.17777954e-01
 8.90465677e-01 9.13301670e-01 9.10594214e-01 9.17777954e-01
 8.44189225e-01 8.54160526e-01 8.74189800e-01 8.45414959e-01
 7.63452572e-01 7.92379137e-01 8.37722117e-01 7.69982019e-01]"
1646,../NEU-DET/validation/images\pitted_surface\pitted_surface_267.jpg,pitted,267,[0.23170415 0.05345656 0.13124418 ... 0.18131971 0.15546857 0.11123403],"[3.68693719e+01 4.49808843e+01 2.10294221e+01 5.30688619e+01
 8.76810859e+01 4.49808843e+01 5.79588131e+01 5.30688619e+01
 1.37207704e+02 1.30536886e+02 1.13907959e+02 1.32191270e+02
 1.68145104e+02 1.78072856e+02 1.62272005e+02 1.63441519e+02
 4.27133166e+00 4.74806192e+00 3.23716080e+00 5.12178985e+00
 6.52845960e+00 4.74806192e+00 5.33431818e+00 5.12178985e+00
 7.99545918e+00 7.95470123e+00 7.43750000e+00 7.88366101e+00
 8.86911458e+00 9.39371878e+00 9.00955729e+00 8.75276331e+00
 2.60121295e-01 2.37839147e-01 3.15619423e-01 2.27077259e-01
 1.89248548e-01 2.37839147e-01 2.20053404e-01 2.27077259e-01
 1.64278242e-01 1.57661663e-01 1.65606374e-01 1.66611248e-01
 1.45210703e-01 1.30415840e-01 1.35376798e-01 1.48123229e-01
 3.29637852e-02 3.10266635e-02 3.70059136e-02 3.00970510e-02
 2.71292934e-02 3.10266635e-02 2.95722597e-02 3.00970510e-02
 2.46281104e-02 2.43790575e-02 2.52181948e-02 2.49055800e-02
 2.32889462e-02 2.17866861e-02 2.23365327e-02 2.34391960e-02
 9.87095680e-01 9.84174676e-01 9.92602753e-01 9.81328294e-01
 9.69309151e-01 9.84174676e-01 9.79505474e-01 9.81328294e-01
 9.51980892e-01 9.53593129e-01 9.59300506e-01 9.52982173e-01
 9.41172453e-01 9.35719508e-01 9.40736591e-01 9.40894680e-01]"
1311,../NEU-DET/train/images\scratches\scratches_2.jpg,scratches,2,[0.18676903 0.09895263 0.05254949 ... 0.1345495  0.24347548 0.06844856],"[1.15744221e+01 1.34432211e+01 4.29917085e+00 1.35414005e+01
 2.72480556e+01 1.34432211e+01 8.84126263e+00 1.35414005e+01
 4.70461735e+01 3.98090649e+01 1.30800765e+01 3.88198871e+01
 5.93599740e+01 5.56824317e+01 1.80239583e+01 5.30324423e+01
 1.79859296e+00 2.07663948e+00 1.38208543e+00 2.08128583e+00
 2.52477273e+00 2.07663948e+00 1.93843434e+00 2.08128583e+00
 3.11372449e+00 2.97343400e+00 2.17982143e+00 2.91326754e+00
 3.70778646e+00 3.66686152e+00 2.56921875e+00 3.49067382e+00
 4.76270310e-01 4.19884730e-01 5.12197380e-01 4.18995779e-01
 3.90542087e-01 4.19884730e-01 4.12928135e-01 4.18995779e-01
 3.52229751e-01 3.52620310e-01 3.86342960e-01 3.55194542e-01
 3.12613477e-01 3.08177239e-01 3.45031733e-01 3.17530890e-01
 7.43206333e-02 6.78762964e-02 7.86622105e-02 6.78070243e-02
 6.44971741e-02 6.78762964e-02 6.73370814e-02 6.78070243e-02
 6.00285756e-02 6.06630303e-02 6.47363538e-02 6.12536061e-02
 5.48694487e-02 5.52014154e-02 6.05369896e-02 5.68790241e-02
 9.67767074e-01 9.62391185e-01 9.87968377e-01 9.62113697e-01
 9.24139393e-01 9.62391185e-01 9.75127441e-01 9.62113697e-01
 8.69084188e-01 8.87424751e-01 9.62722993e-01 8.90153608e-01
 8.34915284e-01 8.40339724e-01 9.47848125e-01 8.47523908e-01]"
684,../NEU-DET/train/images\patches\patches_67.jpg,patches,67,[0.25151277 0.14288785 0.12890547 ... 0.23157068 0.28346955 0.28346955],"[3.35067613e+02 4.69232671e+02 3.06803291e+02 4.18031716e+02
 5.63322904e+02 4.69232671e+02 5.41455303e+02 4.18031716e+02
 8.91611046e+02 8.60966889e+02 7.64811454e+02 9.33328970e+02
 1.49845563e+03 1.30030492e+03 1.07670654e+03 1.52735963e+03
 1.41967085e+01 1.68263680e+01 1.36193719e+01 1.59195980e+01
 1.85248232e+01 1.68263680e+01 1.81454040e+01 1.59195980e+01
 2.33171173e+01 2.30069829e+01 2.15964541e+01 2.38283903e+01
 2.99682292e+01 2.81823786e+01 2.56526302e+01 3.01636465e+01
 7.94564152e-02 6.83223373e-02 8.18929640e-02 7.01559785e-02
 6.12009141e-02 6.83223373e-02 6.50344111e-02 7.01559785e-02
 4.92421655e-02 4.94958128e-02 5.34840202e-02 4.89227800e-02
 3.94989893e-02 4.01438984e-02 4.37717968e-02 3.91476294e-02
 1.34440073e-02 1.25534776e-02 1.36741369e-02 1.28201274e-02
 1.19157941e-02 1.25534776e-02 1.21260512e-02 1.28201274e-02
 1.07383719e-02 1.08636716e-02 1.11427917e-02 1.06339349e-02
 9.81779468e-03 9.92540493e-03 1.04500280e-02 9.82418839e-03
 9.30896186e-01 9.03171840e-01 9.36439357e-01 9.13736970e-01
 8.84264197e-01 9.03171840e-01 8.87705938e-01 9.13736970e-01
 8.18213461e-01 8.23322673e-01 8.41096083e-01 8.08478214e-01
 6.97999478e-01 7.35422689e-01 7.75578919e-01 6.89081449e-01]"
1357,../NEU-DET/train/images\scratches\scratches_240.jpg,scratches,240,[0.10601666 0.09805285 0.07278537 ... 0.05154326 0.10308653 0.        ],"[3.75738693e+00 3.05174869e+01 3.00497236e+01 3.35536729e+01
 9.40992424e+00 3.05174869e+01 8.55867677e+01 3.35536729e+01
 2.14164286e+01 1.37354248e+02 1.80942194e+02 1.45812209e+02
 5.00047135e+01 2.52136173e+02 2.93645495e+02 2.61379557e+02
 1.20130653e+00 2.86798313e+00 2.74228643e+00 3.00489887e+00
 1.92214646e+00 2.86798313e+00 4.55151515e+00 3.00489887e+00
 2.70321429e+00 5.79718622e+00 6.55331633e+00 5.94429127e+00
 3.86460938e+00 7.84931980e+00 8.37981771e+00 7.99109895e+00
 5.81758778e-01 4.13854755e-01 4.42784945e-01 4.04961613e-01
 4.49211075e-01 4.13854755e-01 3.36491836e-01 4.04961613e-01
 3.74666351e-01 2.90184352e-01 2.76934319e-01 2.87659021e-01
 3.07143397e-01 2.37750842e-01 2.34666541e-01 2.35072218e-01
 1.20827248e-01 9.32509847e-02 9.78247109e-02 9.17309044e-02
 9.85050937e-02 9.32509847e-02 8.00295794e-02 9.17309044e-02
 8.66425531e-02 7.27721007e-02 7.04228856e-02 7.23263460e-02
 7.61926187e-02 6.43455277e-02 6.37791838e-02 6.40314776e-02
 9.90176694e-01 9.20532096e-01 9.21607017e-01 9.12626097e-01
 9.75448079e-01 9.20532096e-01 7.77615119e-01 9.12626097e-01
 9.44373569e-01 6.46679114e-01 5.33608087e-01 6.24920972e-01
 8.71195960e-01 3.63871850e-01 2.55322659e-01 3.40493618e-01]"
1321,../NEU-DET/train/images\scratches\scratches_208.jpg,scratches,208,[0.24653505 0.0698189  0.05775498 ... 0.19496789 0.21526396 0.10612989],"[2.28912814e+01 2.54735486e+01 4.53097990e+00 2.45954648e+01
 5.03767929e+01 2.54735486e+01 1.02456313e+01 2.45954648e+01
 8.25245663e+01 7.58497256e+01 1.73386480e+01 7.43038213e+01
 1.02436250e+02 1.03690004e+02 2.73751302e+01 1.02244713e+02
 2.66304020e+00 2.97643999e+00 1.55198492e+00 2.91990101e+00
 3.94699495e+00 2.97643999e+00 2.38047980e+00 2.91990101e+00
 5.06400510e+00 4.96137494e+00 3.05696429e+00 4.87600814e+00
 5.91796875e+00 6.04859709e+00 3.78700521e+00 5.97252630e+00
 3.79082988e-01 3.36432183e-01 4.71497183e-01 3.41428066e-01
 2.88639438e-01 3.36432183e-01 3.52046799e-01 3.41428066e-01
 2.44231882e-01 2.39041246e-01 2.95599132e-01 2.45353958e-01
 2.07705526e-01 1.99606912e-01 2.51977303e-01 1.96996679e-01
 8.56755330e-02 7.95422935e-02 9.88064041e-02 8.02618068e-02
 7.20834517e-02 7.95422935e-02 8.07588609e-02 8.02618068e-02
 6.56271109e-02 6.54242146e-02 7.24071541e-02 6.59775666e-02
 6.06637062e-02 5.99431440e-02 6.66981762e-02 6.02335248e-02
 8.78629252e-01 8.64595370e-01 9.75864473e-01 8.69264167e-01
 7.33330795e-01 8.64595370e-01 9.45307180e-01 8.69264167e-01
 5.64265005e-01 5.96281973e-01 9.07062943e-01 6.04500190e-01
 4.63307986e-01 4.47721718e-01 8.52394258e-01 4.55532276e-01]"
1085,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_211.jpg,rolled-in,211,[0.1526259  0.10812565 0.12635377 ... 0.06158832 0.08221522 0.09433287],"[6.62071106e+01 1.07879447e+02 1.00834874e+02 1.10827631e+02
 9.51001515e+01 1.07879447e+02 1.55240884e+02 1.10827631e+02
 1.52503112e+02 1.96830117e+02 2.10334770e+02 2.06804788e+02
 2.36863307e+02 2.59767111e+02 2.86841458e+02 2.78048889e+02
 6.41992462e+00 8.15772329e+00 7.86040201e+00 8.24759476e+00
 7.68202020e+00 8.15772329e+00 9.63982323e+00 8.24759476e+00
 9.59423469e+00 1.07921358e+01 1.11108929e+01 1.10523590e+01
 1.18239844e+01 1.22947444e+01 1.28436458e+01 1.27125624e+01
 1.50638278e-01 1.21897841e-01 1.28207129e-01 1.21394430e-01
 1.29059594e-01 1.21897841e-01 1.05879464e-01 1.21394430e-01
 1.07364528e-01 9.57719272e-02 9.53960646e-02 9.33246737e-02
 8.99462768e-02 8.71770650e-02 8.55573196e-02 8.43830518e-02
 3.81502444e-02 3.46471128e-02 3.51515440e-02 3.44400801e-02
 3.53224927e-02 3.46471128e-02 3.25710934e-02 3.44400801e-02
 3.25213733e-02 3.14391328e-02 3.13846329e-02 3.12830805e-02
 3.04772624e-02 3.03950412e-02 3.00780630e-02 3.01687883e-02
 8.25123262e-01 7.14818370e-01 7.33504508e-01 7.07028207e-01
 7.48803921e-01 7.14818370e-01 5.89094684e-01 7.07028207e-01
 5.97551395e-01 4.79024843e-01 4.42837360e-01 4.52543147e-01
 3.77638028e-01 3.14106644e-01 2.40119076e-01 2.65527697e-01]"
1073,../NEU-DET/train/images\rolled-in_scale\rolled-in_scale_200.jpg,rolled-in,200,[0.22812727 0.04330852 0.23304092 ... 0.23024177 0.12421018 0.02545887],"[7.01380402e+01 1.14179288e+02 1.04887889e+02 1.13288276e+02
 9.96763384e+01 1.14179288e+02 1.52996742e+02 1.13288276e+02
 1.59273189e+02 1.94354067e+02 2.02109898e+02 2.00569868e+02
 2.37889635e+02 2.43384579e+02 2.55144297e+02 2.47731959e+02
 6.62989950e+00 8.37923285e+00 8.04869347e+00 8.36961188e+00
 7.86179293e+00 8.37923285e+00 9.66871212e+00 8.36961188e+00
 9.83329082e+00 1.07646938e+01 1.10240816e+01 1.10273390e+01
 1.19493750e+01 1.20501116e+01 1.23740885e+01 1.22581571e+01
 1.44401098e-01 1.19110212e-01 1.21703188e-01 1.16885997e-01
 1.23697088e-01 1.19110212e-01 1.03423985e-01 1.16885997e-01
 1.03311619e-01 9.49928630e-02 9.19866684e-02 9.07578694e-02
 8.55055893e-02 8.62012436e-02 8.44395055e-02 8.42134999e-02
 3.25201734e-02 2.95750437e-02 3.00684335e-02 2.95629295e-02
 3.02848220e-02 2.95750437e-02 2.81364980e-02 2.95629295e-02
 2.77466423e-02 2.70592607e-02 2.68852560e-02 2.67471428e-02
 2.59529086e-02 2.60594963e-02 2.60770593e-02 2.59728979e-02
 8.38831491e-01 7.36600287e-01 7.57371627e-01 7.38648616e-01
 7.71480427e-01 7.36600287e-01 6.44683684e-01 7.38648616e-01
 6.36262385e-01 5.50391006e-01 5.27061879e-01 5.35926123e-01
 4.61118108e-01 4.34188646e-01 3.96720736e-01 4.23688925e-01]"
702,../NEU-DET/train/images\patches\patches_83.jpg,patches,83,[0.23463593 0.23463593 0.1072674  ... 0.12553997 0.13964608 0.1013759 ],"[2.34891457e+02 3.09920179e+02 2.12429824e+02 2.86918992e+02
 3.80110328e+02 3.09920179e+02 3.43195126e+02 2.86918992e+02
 5.63474668e+02 5.20664717e+02 4.39060944e+02 5.45193331e+02
 8.99087370e+02 7.26279652e+02 5.19886927e+02 8.16676002e+02
 1.17211055e+01 1.34335244e+01 1.10936935e+01 1.29491932e+01
 1.49944697e+01 1.34335244e+01 1.41344697e+01 1.29491932e+01
 1.83942602e+01 1.76419130e+01 1.60419643e+01 1.80542658e+01
 2.30747135e+01 2.08765278e+01 1.75692708e+01 2.19433521e+01
 9.53094820e-02 8.38384271e-02 1.03243291e-01 8.91533152e-02
 7.59980592e-02 8.38384271e-02 8.02603712e-02 8.91533152e-02
 6.28388569e-02 6.44216081e-02 7.34846593e-02 6.47212839e-02
 5.17395742e-02 5.41049032e-02 6.48227592e-02 5.23341798e-02
 1.51205458e-02 1.43058239e-02 1.55846658e-02 1.45298997e-02
 1.36293472e-02 1.43058239e-02 1.40622559e-02 1.45298997e-02
 1.25291855e-02 1.27688725e-02 1.32981589e-02 1.26895640e-02
 1.14637623e-02 1.19261903e-02 1.28040946e-02 1.17459382e-02
 9.59413713e-01 9.46495302e-01 9.63425065e-01 9.50466069e-01
 9.34127439e-01 9.46495302e-01 9.40946559e-01 9.50466069e-01
 9.01770902e-01 9.09676567e-01 9.24562839e-01 9.05437554e-01
 8.41747285e-01 8.73272092e-01 9.10860203e-01 8.57620028e-01]"
